case_id,crime_type,transaction_type,transaction_amount,transaction_hour,transaction_day,is_night,victim_latitude,victim_longitude,candidate_latitude,candidate_longitude,distance_km,proximity_score,candidate_historical_risk,candidate_volume_score,candidate_night_activity,candidate_incident_count,suspicious_activity_score,victim_area_risk_score,withdrawal_occurred
CASE_10031,Phishing,POS,3000.0,15,6,0,17.37574,78.51096,17.41896,78.46688,6.706177251020527,0.3736160822126044,0.498,0.736,0.903,19,0.376,0.626,0
CASE_10031,Phishing,POS,3000.0,15,6,0,17.37574,78.51096,17.40498,78.45026,7.215115008613336,0.3566615230363625,0.688,0.987,0.434,19,0.376,0.626,0
CASE_10031,Phishing,POS,3000.0,15,6,0,17.37574,78.51096,17.43969,78.34535,18.955888254600133,0.17424723258959232,0.798,0.777,0.447,29,0.376,0.626,0
CASE_10031,Phishing,POS,3000.0,15,6,0,17.37574,78.51096,17.44926,78.38584,15.590423358224053,0.20418139653530262,0.789,0.801,0.538,24,0.376,0.626,0
CASE_10032,UPI Fraud,UPI,76568.56,19,1,0,17.44946,78.44076,17.44948,78.44085,0.009802611978802264,0.9975553380234932,0.672,0.864,0.251,25,0.313,0.815,1
CASE_10032,UPI Fraud,UPI,76568.56,19,1,0,17.44946,78.44076,17.39678,78.56042,13.981389409523018,0.2224522203985852,0.655,0.674,0.223,23,0.313,0.815,0
CASE_10032,UPI Fraud,UPI,76568.56,19,1,0,17.44946,78.44076,17.43047,78.41054,3.838781559136604,0.5102833864961759,0.534,0.784,0.738,20,0.313,0.815,0
CASE_10032,UPI Fraud,UPI,76568.56,19,1,0,17.44946,78.44076,17.35493,78.51385,13.062553666981392,0.23443149707072283,0.675,0.762,0.727,22,0.313,0.815,0
CASE_10032,UPI Fraud,UPI,76568.56,19,1,0,17.44946,78.44076,17.45129,78.43982,0.22660423321689613,0.9463862191221943,0.556,0.623,0.52,27,0.313,0.815,0
CASE_10033,UPI Fraud,POS,84816.75,14,0,0,17.41087,78.45831,17.43207,78.45762,2.3584688314347684,0.6290822690244142,0.95,0.841,0.201,31,0.8,0.679,1
CASE_10033,UPI Fraud,POS,84816.75,14,0,0,17.41087,78.45831,17.48507,78.37561,12.043006388837044,0.249329826533215,0.533,0.719,0.943,24,0.8,0.679,0
CASE_10033,UPI Fraud,POS,84816.75,14,0,0,17.41087,78.45831,17.42744,78.50562,5.346867405732151,0.42795086592829173,0.644,0.754,0.642,19,0.8,0.679,0
CASE_10033,UPI Fraud,POS,84816.75,14,0,0,17.41087,78.45831,17.42392,78.5754,12.507311579362813,0.24231686551556575,0.549,0.719,0.816,15,0.8,0.679,0
CASE_10033,UPI Fraud,POS,84816.75,14,0,0,17.41087,78.45831,17.45813,78.37688,10.11146856479506,0.28345738656705793,0.669,0.744,0.567,24,0.8,0.679,0
CASE_10034,UPI Fraud,ATM,37119.93,22,3,1,17.39928,78.41063,17.40421,78.41603,0.7929745847225972,0.8345548112752005,0.892,0.877,0.653,24,0.367,0.347,1
CASE_10034,UPI Fraud,ATM,37119.93,22,3,1,17.39928,78.41063,17.43751,78.4502,5.974603636460423,0.4010184410114,0.782,0.806,0.583,30,0.367,0.347,0
CASE_10034,UPI Fraud,ATM,37119.93,22,3,1,17.39928,78.41063,17.42427,78.35543,6.482482816378274,0.38158898708140315,0.82,0.99,0.869,27,0.367,0.347,0
CASE_10034,UPI Fraud,ATM,37119.93,22,3,1,17.39928,78.41063,17.43576,78.50111,10.421461387058685,0.2773644010578193,0.766,0.712,0.716,25,0.367,0.347,0
CASE_10034,UPI Fraud,ATM,37119.93,22,3,1,17.39928,78.41063,17.4837,78.3453,11.6682163387214,0.25529389647975836,0.791,0.836,0.648,31,0.367,0.347,0
CASE_10035,Card Fraud,NEFT,39600.22,17,6,0,17.36882,78.57018,17.37753,78.56329,1.2135216661958177,0.7672357105439449,0.613,0.515,0.336,21,0.415,0.302,1
CASE_10035,Card Fraud,NEFT,39600.22,17,6,0,17.36882,78.57018,17.38417,78.49851,7.794813318251055,0.33913211613196803,0.916,0.826,0.633,30,0.415,0.302,0
CASE_10035,Card Fraud,NEFT,39600.22,17,6,0,17.36882,78.57018,17.36061,78.52412,4.972731835972204,0.4457951126950843,0.927,0.941,0.774,32,0.415,0.302,0
CASE_10035,Card Fraud,NEFT,39600.22,17,6,0,17.36882,78.57018,17.40421,78.41603,16.824243313206463,0.1920838101936339,0.892,0.877,0.653,24,0.415,0.302,0
CASE_10035,Card Fraud,NEFT,39600.22,17,6,0,17.36882,78.57018,17.49096,78.37111,25.109229965978866,0.13741345974025976,0.738,0.802,0.698,29,0.415,0.302,0
CASE_10036,Account Takeover,UPI,106238.16,17,6,0,17.41313,78.53546,17.41317,78.53574,0.030038847175325133,0.9925462636181834,0.519,0.472,0.287,18,0.17,0.63,1
CASE_10036,Account Takeover,UPI,106238.16,17,6,0,17.41313,78.53546,17.35147,78.47739,9.21853607883978,0.30260536992467696,0.781,0.8,0.224,27,0.17,0.63,0
CASE_10036,Account Takeover,UPI,106238.16,17,6,0,17.41313,78.53546,17.40498,78.45026,9.085152867013603,0.30568997096576617,0.688,0.987,0.434,19,0.17,0.63,0
CASE_10036,Account Takeover,UPI,106238.16,17,6,0,17.41313,78.53546,17.36924,78.41655,13.52869056955894,0.22819730795787838,0.7,0.721,0.408,23,0.17,0.63,0
CASE_10036,Account Takeover,UPI,106238.16,17,6,0,17.41313,78.53546,17.39492,78.45141,9.145055143259867,0.304296935722708,0.602,0.639,0.344,23,0.17,0.63,0
CASE_10037,Phishing,POS,49846.87,18,2,0,17.45469,78.36148,17.45147,78.35098,1.1699317068891302,0.7737046109661078,0.935,0.866,0.541,36,0.382,0.351,1
CASE_10037,Phishing,POS,49846.87,18,2,0,17.45469,78.36148,17.40421,78.41603,8.062173356664225,0.3316151975041912,0.892,0.877,0.653,24,0.382,0.351,0
CASE_10037,Phishing,POS,49846.87,18,2,0,17.45469,78.36148,17.43207,78.45762,10.504251974830735,0.27578119898504316,0.95,0.841,0.201,31,0.382,0.351,0
CASE_10037,Phishing,POS,49846.87,18,2,0,17.45469,78.36148,17.40226,78.43883,10.066177974868568,0.2843700689090261,0.678,0.84,0.613,21,0.382,0.351,0
CASE_10037,Phishing,POS,49846.87,18,2,0,17.45469,78.36148,17.44948,78.44085,8.439192710767118,0.3215642761557733,0.672,0.864,0.251,25,0.382,0.351,0
CASE_10038,Card Fraud,ATM,47568.73,11,4,0,17.47298,78.38206,17.46179,78.38469,1.2751581063809871,0.7582711113741751,0.707,0.763,0.429,21,0.442,0.1,1
CASE_10038,Card Fraud,ATM,47568.73,11,4,0,17.47298,78.38206,17.44948,78.44085,6.7612779089538035,0.3717030666657018,0.672,0.864,0.251,25,0.442,0.1,0
CASE_10038,Card Fraud,ATM,47568.73,11,4,0,17.47298,78.38206,17.43645,78.47217,10.385691687081806,0.2780540614249335,0.856,0.867,0.718,27,0.442,0.1,0
CASE_10038,Card Fraud,ATM,47568.73,11,4,0,17.47298,78.38206,17.44926,78.38584,2.667844939059314,0.5998939742237485,0.789,0.801,0.538,24,0.442,0.1,0
CASE_10038,Card Fraud,ATM,47568.73,11,4,0,17.47298,78.38206,17.42601,78.38894,5.273569930964139,0.4313333516410044,0.685,0.731,0.526,17,0.442,0.1,0
CASE_10039,Other Financial Fraud,POS,34634.24,17,4,0,17.402,78.49943,17.38417,78.49851,1.985007495958489,0.6683366733794552,0.916,0.826,0.633,30,0.486,0.619,1
CASE_10039,Other Financial Fraud,POS,34634.24,17,4,0,17.402,78.49943,17.45669,78.3789,14.159397976375805,0.22027161942283213,0.677,0.637,0.452,26,0.486,0.619,0
CASE_10039,Other Financial Fraud,POS,34634.24,17,4,0,17.402,78.49943,17.4837,78.3453,18.704690766037242,0.17617504863723538,0.791,0.836,0.648,31,0.486,0.619,0
CASE_10039,Other Financial Fraud,POS,34634.24,17,4,0,17.402,78.49943,17.33877,78.53292,7.878100308068995,0.336754185960421,0.839,0.811,0.736,30,0.486,0.619,0
CASE_10039,Other Financial Fraud,POS,34634.24,17,4,0,17.402,78.49943,17.45454,78.46212,7.056815814513058,0.361767806130011,0.721,0.814,0.95,25,0.486,0.619,0
CASE_10040,Card Fraud,IMPS,6791.04,22,0,1,17.46888,78.43923,17.47084,78.46262,2.4904397076085134,0.6162910650430881,0.872,0.924,0.549,24,0.173,0.776,1
CASE_10040,Card Fraud,IMPS,6791.04,22,0,1,17.46888,78.43923,17.43576,78.50111,7.52654844903028,0.3470249587452623,0.766,0.712,0.716,25,0.173,0.776,0
CASE_10040,Card Fraud,IMPS,6791.04,22,0,1,17.46888,78.43923,17.37166,78.46218,11.08118885318868,0.2652310795215765,0.636,0.636,0.897,15,0.173,0.776,0
CASE_10040,Card Fraud,IMPS,6791.04,22,0,1,17.46888,78.43923,17.43931,78.3601,9.014761946160354,0.30734330881711514,0.664,0.631,0.747,19,0.173,0.776,0
CASE_10040,Card Fraud,IMPS,6791.04,22,0,1,17.46888,78.43923,17.34386,78.50981,15.790361782748246,0.2021185890339256,0.682,0.761,0.743,22,0.173,0.776,0
CASE_10041,Phishing,ATM,52893.39,17,1,0,17.2965,78.43793,17.35147,78.47739,7.409893050335334,0.3505729617581683,0.781,0.8,0.224,27,0.378,0.627,1
CASE_10041,Phishing,ATM,52893.39,17,1,0,17.2965,78.43793,17.38223,78.44992,9.617315904092044,0.29374364435490463,0.739,0.727,0.775,30,0.378,0.627,0
CASE_10041,Phishing,ATM,52893.39,17,1,0,17.2965,78.43793,17.46673,78.36389,20.49457041282477,0.1633014963146974,0.523,0.619,0.751,18,0.378,0.627,0
CASE_10041,Phishing,ATM,52893.39,17,1,0,17.2965,78.43793,17.43576,78.50111,16.874335798046374,0.19162286353438654,0.766,0.712,0.716,25,0.378,0.627,0
CASE_10041,Phishing,ATM,52893.39,17,1,0,17.2965,78.43793,17.39492,78.45141,11.036932698186794,0.2660116980162007,0.602,0.639,0.344,23,0.378,0.627,0
CASE_10042,Account Takeover,UPI,130859.95,20,4,1,17.44227,78.32675,17.45147,78.35098,2.766402550225148,0.5911560789221596,0.935,0.866,0.541,36,0.453,0.29,1
CASE_10042,Account Takeover,UPI,130859.95,20,4,1,17.44227,78.32675,17.375,78.48299,18.186788799364386,0.18028746909577978,0.639,0.86,0.13,24,0.453,0.29,0
CASE_10042,Account Takeover,UPI,130859.95,20,4,1,17.44227,78.32675,17.45129,78.43982,12.036270474096678,0.24943455565065353,0.556,0.623,0.52,27,0.453,0.29,0
CASE_10042,Account Takeover,UPI,130859.95,20,4,1,17.44227,78.32675,17.49096,78.37111,7.172930810765927,0.35800812407660404,0.738,0.802,0.698,29,0.453,0.29,0
CASE_10042,Account Takeover,UPI,130859.95,20,4,1,17.44227,78.32675,17.43702,78.38717,6.4361037422059715,0.3832848061698632,0.796,0.69,0.432,30,0.453,0.29,0
CASE_10043,Account Takeover,UPI,118770.82,13,2,0,17.45739,78.47154,17.43207,78.45762,3.1791925221584902,0.5571657240914001,0.95,0.841,0.201,31,0.439,0.726,1
CASE_10043,Account Takeover,UPI,118770.82,13,2,0,17.45739,78.47154,17.50548,78.40905,8.515867406412266,0.3195943093764861,0.85,0.859,0.95,26,0.439,0.726,0
CASE_10043,Account Takeover,UPI,118770.82,13,2,0,17.45739,78.47154,17.45022,78.50523,3.661533630047551,0.5220886826512794,0.95,0.961,0.676,33,0.439,0.726,0
CASE_10043,Account Takeover,UPI,118770.82,13,2,0,17.45739,78.47154,17.39157,78.53247,9.764815541720012,0.290595975505544,0.678,0.718,0.124,28,0.439,0.726,0
CASE_10043,Account Takeover,UPI,118770.82,13,2,0,17.45739,78.47154,17.40226,78.43883,7.044233819361702,0.3621799452477708,0.678,0.84,0.613,21,0.439,0.726,0
CASE_10044,UPI Fraud,UPI,60372.8,5,3,1,17.43379,78.37946,17.43566,78.36262,1.7985571275176198,0.6898267813931863,0.857,0.99,0.663,32,0.513,0.702,1
CASE_10044,UPI Fraud,UPI,60372.8,5,3,1,17.43379,78.37946,17.50457,78.35661,8.235093111171889,0.3269284478389128,0.45,0.753,0.608,24,0.513,0.702,0
CASE_10044,UPI Fraud,UPI,60372.8,5,3,1,17.43379,78.37946,17.46135,78.34829,4.5082359457602905,0.47013270735553897,0.718,0.8,0.255,21,0.513,0.702,0
CASE_10044,UPI Fraud,UPI,60372.8,5,3,1,17.43379,78.37946,17.46179,78.38469,3.1625014341031785,0.5584641115678662,0.707,0.763,0.429,21,0.513,0.702,0
CASE_10044,UPI Fraud,UPI,60372.8,5,3,1,17.43379,78.37946,17.43047,78.41054,3.3178178757507815,0.5466110345892715,0.534,0.784,0.738,20,0.513,0.702,0
CASE_10045,Card Fraud,ATM,9556.48,18,1,0,17.36345,78.42463,17.36924,78.41655,1.0722910547187114,0.7885982797219084,0.7,0.721,0.408,23,0.289,0.556,1
CASE_10045,Card Fraud,ATM,9556.48,18,1,0,17.36345,78.42463,17.43931,78.3601,10.8643898290848,0.2690995086911199,0.664,0.631,0.747,19,0.289,0.556,0
CASE_10045,Card Fraud,ATM,9556.48,18,1,0,17.36345,78.42463,17.39933,78.4862,7.655463368813146,0.3431866990979452,0.554,0.559,0.394,18,0.289,0.556,0
CASE_10045,Card Fraud,ATM,9556.48,18,1,0,17.36345,78.42463,17.47084,78.46262,12.603121026130163,0.24091855945064541,0.872,0.924,0.549,24,0.289,0.556,0
CASE_10045,Card Fraud,ATM,9556.48,18,1,0,17.36345,78.42463,17.43423,78.42973,7.888958946572844,0.336446615551066,0.609,0.731,0.342,25,0.289,0.556,0
CASE_10046,Card Fraud,NEFT,49611.66,14,3,0,17.51644,78.43658,17.48862,78.42182,3.466901833156652,0.5356974136499381,0.82,0.99,0.683,32,0.561,0.495,1
CASE_10046,Card Fraud,NEFT,49611.66,14,3,0,17.51644,78.43658,17.48972,78.44241,3.0347718159659145,0.568604086193914,0.733,0.815,0.734,22,0.561,0.495,0
CASE_10046,Card Fraud,NEFT,49611.66,14,3,0,17.51644,78.43658,17.49088,78.36618,7.988360034510449,0.3336569796440337,0.811,0.893,0.701,26,0.561,0.495,0
CASE_10046,Card Fraud,NEFT,49611.66,14,3,0,17.51644,78.43658,17.40491,78.39305,13.233226630802994,0.23210975435385525,0.835,0.944,0.757,35,0.561,0.495,0
CASE_10046,Card Fraud,NEFT,49611.66,14,3,0,17.51644,78.43658,17.36924,78.41655,16.50523484762707,0.19507213790642797,0.7,0.721,0.408,23,0.561,0.495,0
CASE_10047,Phishing,UPI,75095.76,15,2,0,17.43796,78.49509,17.43501,78.49089,0.5532840932472313,0.8784868060247368,0.835,0.823,0.529,30,0.516,0.934,1
CASE_10047,Phishing,UPI,75095.76,15,2,0,17.43796,78.49509,17.40491,78.39305,11.432616339167392,0.2591913070402815,0.835,0.944,0.757,35,0.516,0.934,0
CASE_10047,Phishing,UPI,75095.76,15,2,0,17.43796,78.49509,17.43751,78.4502,4.762407771296645,0.4564955323242264,0.782,0.806,0.583,30,0.516,0.934,0
CASE_10047,Phishing,UPI,75095.76,15,2,0,17.43796,78.49509,17.49096,78.37111,14.410618788184987,0.21726591843653836,0.738,0.802,0.698,29,0.516,0.934,0
CASE_10047,Phishing,UPI,75095.76,15,2,0,17.43796,78.49509,17.44926,78.38584,11.657301587081962,0.25547186261649296,0.789,0.801,0.538,24,0.516,0.934,0
CASE_10048,Account Takeover,UPI,84216.17,9,4,0,17.45457,78.39014,17.44926,78.38584,0.7461092616403641,0.8427955994037752,0.789,0.801,0.538,24,0.634,0.57,1
CASE_10048,Account Takeover,UPI,84216.17,9,4,0,17.45457,78.39014,17.38223,78.44992,10.24351733716212,0.2808295103881244,0.739,0.727,0.775,30,0.634,0.57,0
CASE_10048,Account Takeover,UPI,84216.17,9,4,0,17.45457,78.39014,17.45743,78.44959,6.314120903303248,0.38781783125297103,0.604,0.765,0.846,23,0.634,0.57,0
CASE_10048,Account Takeover,UPI,84216.17,9,4,0,17.45457,78.39014,17.40963,78.44677,7.8143619528928365,0.3385709711577416,0.745,0.694,0.652,29,0.634,0.57,0
CASE_10048,Account Takeover,UPI,84216.17,9,4,0,17.45457,78.39014,17.35147,78.47739,14.735398181182937,0.21349959906469645,0.781,0.8,0.224,27,0.634,0.57,0
CASE_10049,Card Fraud,POS,17196.54,7,4,0,17.41527,78.3656,17.42427,78.35543,1.471640180734394,0.7310422227843073,0.82,0.99,0.869,27,0.485,0.545,1
CASE_10049,Card Fraud,POS,17196.54,7,4,0,17.41527,78.3656,17.43207,78.45762,9.939792098762675,0.28694832545996496,0.95,0.841,0.201,31,0.485,0.545,0
CASE_10049,Card Fraud,POS,17196.54,7,4,0,17.41527,78.3656,17.50457,78.35661,9.975390017383022,0.2862174146857209,0.45,0.753,0.608,24,0.485,0.545,0
CASE_10049,Card Fraud,POS,17196.54,7,4,0,17.41527,78.3656,17.46673,78.36389,5.724965600504454,0.41131250888872156,0.523,0.619,0.751,18,0.485,0.545,0
CASE_10049,Card Fraud,POS,17196.54,7,4,0,17.41527,78.3656,17.3625,78.49585,15.015228535503637,0.210357713688875,0.727,0.847,0.566,16,0.485,0.545,0
CASE_10050,UPI Fraud,UPI,49016.25,17,4,0,17.4398,78.3974,17.43702,78.38717,1.1284098994159948,0.7799688555424374,0.796,0.69,0.432,30,0.581,0.136,1
CASE_10050,UPI Fraud,UPI,49016.25,17,4,0,17.4398,78.3974,17.45454,78.46212,7.058383240515522,0.3617165288090999,0.721,0.814,0.95,25,0.581,0.136,0
CASE_10050,UPI Fraud,UPI,49016.25,17,4,0,17.4398,78.3974,17.40421,78.41603,4.423561961310002,0.4748585002843541,0.892,0.877,0.653,24,0.581,0.136,0
CASE_10050,UPI Fraud,UPI,49016.25,17,4,0,17.4398,78.3974,17.41276,78.41203,3.3836930344302707,0.5417343301445415,0.706,0.888,0.663,27,0.581,0.136,0
CASE_10050,UPI Fraud,UPI,49016.25,17,4,0,17.4398,78.3974,17.35521,78.47589,12.563244831272073,0.24149857354326124,0.855,0.661,0.782,27,0.581,0.136,0
CASE_10051,Phishing,POS,72173.36,17,2,0,17.42787,78.4328,17.43207,78.45762,2.6742308605236924,0.5993199941073271,0.95,0.841,0.201,31,0.532,0.513,1
CASE_10051,Phishing,POS,72173.36,17,2,0,17.42787,78.4328,17.46179,78.38469,6.3460281828173875,0.38662179624091614,0.707,0.763,0.429,21,0.532,0.513,0
CASE_10051,Phishing,POS,72173.36,17,2,0,17.42787,78.4328,17.43047,78.41054,2.3791883418366213,0.6270390190185805,0.534,0.784,0.738,20,0.532,0.513,0
CASE_10051,Phishing,POS,72173.36,17,2,0,17.42787,78.4328,17.43702,78.38717,4.946554283667253,0.44709950592960274,0.796,0.69,0.432,30,0.532,0.513,0
CASE_10051,Phishing,POS,72173.36,17,2,0,17.42787,78.4328,17.3748,78.46142,6.636641602578255,0.3760585483138235,0.66,0.811,0.903,22,0.532,0.513,0
CASE_10052,UPI Fraud,UPI,85866.66,16,2,0,17.45487,78.50193,17.45022,78.50523,0.6244062981951828,0.8649759000546996,0.95,0.961,0.676,33,0.474,0.788,1
CASE_10052,UPI Fraud,UPI,85866.66,16,2,0,17.45487,78.50193,17.36061,78.52412,10.74241570664868,0.2713259536017588,0.927,0.941,0.774,32,0.474,0.788,0
CASE_10052,UPI Fraud,UPI,85866.66,16,2,0,17.45487,78.50193,17.44948,78.44085,6.506805375942497,0.38070563381318806,0.672,0.864,0.251,25,0.474,0.788,0
CASE_10052,UPI Fraud,UPI,85866.66,16,2,0,17.45487,78.50193,17.42037,78.46312,5.627393995385859,0.4154810743091109,0.896,0.931,0.702,33,0.474,0.788,0
CASE_10052,UPI Fraud,UPI,85866.66,16,2,0,17.45487,78.50193,17.39157,78.53247,7.748586627525674,0.34046648561354864,0.678,0.718,0.124,28,0.474,0.788,0
CASE_10053,Card Fraud,POS,18459.36,22,0,1,17.42882,78.39265,17.43683,78.39236,0.8912025506042062,0.8177947976220864,0.761,0.863,0.625,25,0.356,0.736,1
CASE_10053,Card Fraud,POS,18459.36,22,0,1,17.42882,78.39265,17.46179,78.38469,3.7620839938810775,0.5153255238094868,0.707,0.763,0.429,21,0.356,0.736,0
CASE_10053,Card Fraud,POS,18459.36,22,0,1,17.42882,78.39265,17.41896,78.46688,7.951221174113347,0.33469383100901046,0.498,0.736,0.903,19,0.356,0.736,0
CASE_10053,Card Fraud,POS,18459.36,22,0,1,17.42882,78.39265,17.49498,78.39794,7.378024225307244,0.3515548851709346,0.75,0.67,0.647,25,0.356,0.736,0
CASE_10053,Card Fraud,POS,18459.36,22,0,1,17.42882,78.39265,17.40226,78.43883,5.720855018982759,0.41148643737498936,0.678,0.84,0.613,21,0.356,0.736,0
CASE_10054,UPI Fraud,UPI,61048.68,7,2,0,17.39784,78.38487,17.40491,78.39305,1.1710505489925649,0.7735372072081734,0.835,0.944,0.757,35,0.477,0.347,1
CASE_10054,UPI Fraud,UPI,61048.68,7,2,0,17.39784,78.38487,17.43317,78.41066,4.787521068560443,0.45519094279170513,0.647,0.653,0.651,21,0.477,0.347,0
CASE_10054,UPI Fraud,UPI,61048.68,7,2,0,17.39784,78.38487,17.4177,78.4204,4.369003965519381,0.477954128887996,0.755,0.91,0.81,22,0.477,0.347,0
CASE_10054,UPI Fraud,UPI,61048.68,7,2,0,17.39784,78.38487,17.50548,78.40905,12.240766613460591,0.24629379235612803,0.85,0.859,0.95,26,0.477,0.347,0
CASE_10054,UPI Fraud,UPI,61048.68,7,2,0,17.39784,78.38487,17.40421,78.41603,3.3812864987915945,0.5419109528745224,0.892,0.877,0.653,24,0.477,0.347,0
CASE_10055,Phishing,UPI,102921.92,10,0,0,17.43901,78.57896,17.42392,78.5754,1.7199104994396013,0.699311641395769,0.549,0.719,0.816,15,0.657,0.1,1
CASE_10055,Phishing,UPI,102921.92,10,0,0,17.43901,78.57896,17.37206,78.48155,12.737501132521746,0.23898430048364944,0.894,0.942,0.798,30,0.657,0.1,0
CASE_10055,Phishing,UPI,102921.92,10,0,0,17.43901,78.57896,17.46673,78.36389,23.02103590877575,0.14803281463760984,0.523,0.619,0.751,18,0.657,0.1,0
CASE_10055,Phishing,UPI,102921.92,10,0,0,17.43901,78.57896,17.34386,78.50981,12.875606262528281,0.2370285213919613,0.682,0.761,0.743,22,0.657,0.1,0
CASE_10055,Phishing,UPI,102921.92,10,0,0,17.43901,78.57896,17.42601,78.38894,20.21056391670476,0.1652171347087082,0.685,0.731,0.526,17,0.657,0.1,0
CASE_10056,Card Fraud,IMPS,12658.87,13,6,0,17.32306,78.53947,17.33877,78.53292,1.8801464085668864,0.680255170886958,0.839,0.811,0.736,30,0.32,0.377,1
CASE_10056,Card Fraud,IMPS,12658.87,13,6,0,17.32306,78.53947,17.35147,78.47739,7.307478117932051,0.35374819727986645,0.781,0.8,0.224,27,0.32,0.377,0
CASE_10056,Card Fraud,IMPS,12658.87,13,6,0,17.32306,78.53947,17.43645,78.47217,14.49056330603971,0.21632656257116029,0.856,0.867,0.718,27,0.32,0.377,0
CASE_10056,Card Fraud,IMPS,12658.87,13,6,0,17.32306,78.53947,17.49088,78.36618,26.19707893834058,0.13246314347714228,0.811,0.893,0.701,26,0.32,0.377,0
CASE_10056,Card Fraud,IMPS,12658.87,13,6,0,17.32306,78.53947,17.3625,78.49585,6.377153338512605,0.3854621657323736,0.727,0.847,0.566,16,0.32,0.377,0
CASE_10057,UPI Fraud,ATM,53333.76,9,6,0,17.41665,78.44508,17.43207,78.45762,2.170231958048333,0.6482738456505636,0.95,0.841,0.201,31,0.436,0.777,1
CASE_10057,UPI Fraud,ATM,53333.76,9,6,0,17.41665,78.44508,17.42178,78.44946,0.7357546878621776,0.8446383446026184,0.735,0.705,0.59,28,0.436,0.777,0
CASE_10057,UPI Fraud,ATM,53333.76,9,6,0,17.41665,78.44508,17.44757,78.39254,6.548956216326845,0.37918443474143104,0.65,0.734,0.402,21,0.436,0.777,0
CASE_10057,UPI Fraud,ATM,53333.76,9,6,0,17.41665,78.44508,17.45771,78.36601,9.550198913533938,0.2951986185239539,0.627,0.638,0.723,23,0.436,0.777,0
CASE_10057,UPI Fraud,ATM,53333.76,9,6,0,17.41665,78.44508,17.43953,78.35044,10.357708486454085,0.2785959893094248,0.642,0.89,0.832,22,0.436,0.777,0
CASE_10058,Card Fraud,NEFT,34209.57,12,3,0,17.46242,78.45929,17.46599,78.46047,0.4162299872352513,0.9057499295919076,0.806,0.961,0.642,25,0.282,0.51,1
CASE_10058,Card Fraud,NEFT,34209.57,12,3,0,17.46242,78.45929,17.43969,78.34535,12.347852852456027,0.2446804504604443,0.798,0.777,0.447,29,0.282,0.51,0
CASE_10058,Card Fraud,NEFT,34209.57,12,3,0,17.46242,78.45929,17.45129,78.43982,2.4076804868788235,0.6242508514884451,0.556,0.623,0.52,27,0.282,0.51,0
CASE_10058,Card Fraud,NEFT,34209.57,12,3,0,17.46242,78.45929,17.39157,78.53247,11.060789200772824,0.26559033173339586,0.678,0.718,0.124,28,0.282,0.51,0
CASE_10058,Card Fraud,NEFT,34209.57,12,3,0,17.46242,78.45929,17.37206,78.48155,10.321405741921726,0.2793021908660244,0.894,0.942,0.798,30,0.282,0.51,0
CASE_10059,UPI Fraud,UPI,46156.05,22,6,1,17.33394,78.34079,17.36793,78.46137,13.344201456255421,0.23062462749228194,0.95,0.969,0.891,36,0.644,0.298,1
CASE_10059,UPI Fraud,UPI,46156.05,22,6,1,17.33394,78.34079,17.41896,78.46688,16.383456620460095,0.19623757022569768,0.498,0.736,0.903,19,0.644,0.298,0
CASE_10059,UPI Fraud,UPI,46156.05,22,6,1,17.33394,78.34079,17.45669,78.3789,14.235609814886523,0.21935104121029314,0.677,0.637,0.452,26,0.644,0.298,0
CASE_10059,UPI Fraud,UPI,46156.05,22,6,1,17.33394,78.34079,17.375,78.48299,15.767607281713847,0.20235124782655034,0.639,0.86,0.13,24,0.644,0.298,0
CASE_10059,UPI Fraud,UPI,46156.05,22,6,1,17.33394,78.34079,17.36924,78.41655,8.947680739646628,0.30893563723360457,0.7,0.721,0.408,23,0.644,0.298,0
CASE_10060,UPI Fraud,IMPS,48576.43,6,2,0,17.39255,78.57901,17.39678,78.56042,2.0278827311636074,0.6635829159914413,0.655,0.674,0.223,23,0.254,0.532,1
CASE_10060,UPI Fraud,IMPS,48576.43,6,2,0,17.39255,78.57901,17.40963,78.44677,14.159412861280668,0.22027143887062356,0.745,0.694,0.652,29,0.254,0.532,0
CASE_10060,UPI Fraud,IMPS,48576.43,6,2,0,17.39255,78.57901,17.43953,78.35044,24.80694852435226,0.13885538749855986,0.642,0.89,0.832,22,0.254,0.532,0
CASE_10060,UPI Fraud,IMPS,48576.43,6,2,0,17.39255,78.57901,17.42178,78.44946,14.124623629075407,0.22069423795279394,0.735,0.705,0.59,28,0.254,0.532,0
CASE_10060,UPI Fraud,IMPS,48576.43,6,2,0,17.39255,78.57901,17.40823,78.54179,4.317030239898732,0.48094089892941216,0.748,0.807,0.588,32,0.254,0.532,0
CASE_10061,UPI Fraud,UPI,31582.02,21,5,1,17.3945,78.47394,17.39563,78.47756,0.4041454210296942,0.908235223319396,0.688,0.807,0.95,24,0.338,0.769,1
CASE_10061,UPI Fraud,UPI,31582.02,21,5,1,17.3945,78.47394,17.48972,78.44241,11.103730815935638,0.2648352283781224,0.733,0.815,0.734,22,0.338,0.769,0
CASE_10061,UPI Fraud,UPI,31582.02,21,5,1,17.3945,78.47394,17.35147,78.47739,4.798704908155959,0.4546123596317227,0.781,0.8,0.224,27,0.338,0.769,0
CASE_10061,UPI Fraud,UPI,31582.02,21,5,1,17.3945,78.47394,17.45129,78.43982,7.278730192870222,0.35464985256306375,0.556,0.623,0.52,27,0.338,0.769,0
